7.00000;228;26013;0;1;"Coppers And Brass (1)"
25.00000;710;17289;0;0;"Queen Of The Rushes, The (1)"
27.00000;933;933;0;0;"Besom In Bloom, The (1)"
27.00000;1596;15005;0;0;"Old Pigeon On The Gate, The (4)"
27.00000;492;28427;0;0;"Paddy Fahey's (4)"
28.00000;1141;9650;7;0;"Captain John's (0)"
28.00000;14936;27598;0;0;"Dairy Maid, The (1)"
28.00000;2456;2456;7;0;"Girls Of Banbridge, The (1)"
28.00000;183;183;0;0;"High Part Of The Road, The (1)"
28.00000;2611;28618;0;0;"Thank God We're Surrounded By Water (1)"
7.00000;25.00000;73
