14.00000;1787;15232;0;1;"Trip To Birmingham, The (4)"
27.00000;10801;20501;0;0;"Temple In The Glen, The (4)"
28.00000;2273;15641;0;0;"London Lasses (4)"
28.00000;2232;15600;0;0;"Ronnie Cooper (4)"
28.00000;2958;2958;0;0;"Rookery, The (4)"
29.00000;969;14166;0;0;"Buckley's Fancy (4)"
29.00000;440;440;0;0;"Tommy Coen's (4)"
30.00000;1849;15282;0;0;"Baltimore Salute, The (4)"
30.00000;11242;11242;0;0;"Castlemahon Lasses, The (4)"
30.00000;2099;2099;0;0;"Cros An Lomanaigh (4)"
30.00000;3028;22727;0;0;"Dominic's Farewell To Cashel (1)"
30.00000;12926;22367;0;0;"Fox Chase, The (1)"
30.00000;2577;23068;0;0;"Marian's Favourite (4)"
30.00000;2584;2584;0;0;"Shamrock Hill (4)"
14.00000;27.00000;88
