19.00000;381;25876;0;0;"I Buried My Wife And Danced On Her Grave (1)"
20.00000;3121;3121;5;0;"I Buried My Wife And Danced On Her Grave (1)"
21.00000;383;25096;0;1;"I Buried My Wife And Danced On Her Grave (1)"
30.00000;15953;30023;7;0;"Bhruacha Na Cambria (3)"
30.00000;5812;5812;5;0;"Erika Damiani's (1)"
30.00000;34;34;0;0;"Frieze Breeches, The (1)"
30.00000;448;977;0;0;"Frost Is All Over, The (1)"
30.00000;14535;26782;5;0;"Yellow Flail, The (1)"
31.00000;37;37;0;0;"Gold Ring, The (1)"
31.00000;1371;1371;0;0;"Gold Ring, The (1)"
31.00000;682;13730;0;0;"Master McDermott's (4)"
31.00000;7698;19081;0;0;"Rideau Lake Jig, The (5)"
31.00000;7698;7698;0;0;"Rideau Lake Jig, The (5)"
21.00000;19.00000;88
