4.00000;548;22982;0;1;"Scotsman Over The Border, The (1)"
5.00000;771;24743;0;0;"Carraroe, The (1)"
15.00000;107;32256;7;0;"Atholl Highlanders, The (1)"
15.00000;15065;27896;0;0;"Ceridwen & Martin's Nusa Lembongan Wedding (7)"
16.00000;382;13208;5;0;"Battering Ram, The (1)"
16.00000;2402;33854;7;0;"Blue Bonnets Over The Border (1)"
16.00000;13280;23181;0;0;"Head For The Hills (5)"
16.00000;7599;19037;7;0;"John Keith Lang (4)"
16.00000;6126;6126;10;0;"Q Nights (5)"
16.00000;2905;2905;7;0;"Rory MacLeod (1)"
16.00000;14473;26620;5;0;"Willie Clancy's (5)"
4.00000;5.00000;63
