5.76790;771;24743;0;0;"Carraroe, The (1)"
5.76790;548;22982;0;1;"Scotsman Over The Border, The (1)"
16.47972;2596;2596;0;0;"Dunkeld Parish (1)"
17.30371;387;26001;0;0;"Sixpenny Money (1)"
18.12770;2402;33854;7;0;"Blue Bonnets Over The Border (1)"
18.95168;11974;11974;0;0;"Dryfe Lodge (1)"
19.77567;448;13320;0;0;"Frost Is All Over, The (1)"
19.77567;9414;9414;0;0;"Sunlight On The Moss (1)"
20.59966;1610;33953;0;0;"Jackson's (1)"
20.59966;447;13312;0;0;"Rose In The Heather, The (1)"
20.59966;235;12935;0;0;"Sean Bui (1)"
5.76790;5.76790;67
