13.00000;1272;26779;0;1;"College Groves, The (4)"
14.00000;14878;27482;0;0;"An Ataireachd Ard (7)"
15.00000;252;252;7;0;"Follow Me Down To Milltown (2)"
15.00000;8860;19752;7;0;"Miss Gunning's Rant (4)"
15.00000;6485;11360;7;0;"Nicky's Archive (2)"
15.00000;545;13507;0;0;"Repeal Of The Union, The (4)"
16.00000;6037;6037;7;0;"Colville's Rant (4)"
16.00000;3012;3012;7;0;"Low Highland, The (2)"
16.00000;500;21580;2;0;"Rolling In The Barrel (4)"
16.00000;5246;5246;5;0;"Tommy Coen's (4)"
13.00000;14.00000;93
